date,u_obs,v_obs,G,s_obs,gdp_real_level
2006-09-01,0.045,0.033,0.02450710887581327,0.037000000000000005,16515.846
2006-10-01,0.044000000000000004,0.032,0.08102994023836267,0.039,16561.866
2006-11-01,0.045,0.033,0.03463675708081821,0.039,16578.654521739132
2006-12-01,0.044000000000000004,0.033,-0.012381740151439752,0.037000000000000005,16594.90147826087
2007-01-01,0.046,0.033,-0.05612681073169913,0.038,16611.69
2007-02-01,0.045,0.033,-0.029164571477825422,0.037000000000000005,16646.69382222222
2007-03-01,0.044000000000000004,0.035,-0.0064955732519845055,0.038,16678.310177777777
2007-04-01,0.045,0.033,0.02030902535115546,0.038,16713.314
2007-05-01,0.044000000000000004,0.033,0.015177866949646448,0.038,16745.05235164835
2007-06-01,0.046,0.034,0.016639708794935364,0.037000000000000005,16777.848648351646
2007-07-01,0.047,0.032,0.011535933146256432,0.038,16809.587
2007-08-01,0.046,0.032,0.016906244680556543,0.039,16845.17095652174
2007-09-01,0.047,0.033,0.020697831167062763,0.038,16880.754913043478
2007-10-01,0.047,0.032,0.024352470460254193,0.038,16915.191
2007-11-01,0.047,0.033,-0.063407451012229,0.037000000000000005,16890.866782608697
2007-12-01,0.05,0.032,-0.14995955404517014,0.036000000000000004,16867.327217391303
2008-01-01,0.05,0.032,-0.23592467896975816,0.037000000000000005,16843.003
2008-02-01,0.049,0.03,-0.150345846905211,0.038,16877.167043956044
2008-03-01,0.051,0.03,-0.06918470718117131,0.036000000000000004,16909.126956043958
2008-04-01,0.05,0.027999999999999997,0.0162995516099241,0.037000000000000005,16943.291
2008-05-01,0.054000000000000006,0.03,-0.07654160539515356,0.035,16913.95165934066
2008-06-01,0.055999999999999994,0.027000000000000003,-0.1675674280246756,0.037000000000000005,16883.63434065934
2008-07-01,0.057999999999999996,0.027000000000000003,-0.26036445630389027,0.035,16854.295
2008-08-01,0.061,0.026000000000000002,-0.40039451174989615,0.036000000000000004,16729.976576086956
2008-09-01,0.061,0.023,-0.5402834975551676,0.036000000000000004,16605.65815217391
2008-10-01,0.065,0.024,-0.6769018163463176,0.036000000000000004,16485.35
2008-11-01,0.068,0.023,-0.5886887345965331,0.036000000000000004,16422.309478260868
2008-12-01,0.073,0.023,-0.49640627893878086,0.036000000000000004,16361.30252173913
2009-01-01,0.078,0.02,-0.41217232296486833,0.036000000000000004,16298.262
2009-02-01,0.083,0.021,-0.3327562860138723,0.036000000000000004,16288.232811111113
2009-03-01,0.087,0.019,-0.25458292917283226,0.036000000000000004,16279.17418888889
2009-04-01,0.09,0.017,-0.1744659706162675,0.036000000000000004,16269.145
2009-05-01,0.094,0.019,-0.13068963350819682,0.032,16287.981043956044
2009-06-01,0.095,0.019,-0.08745850877136517,0.032,16307.444956043955
2009-07-01,0.095,0.017,-0.04373141607685067,0.032,16326.281
2009-08-01,0.096,0.018000000000000002,0.017475805656097188,0.031,16385.74472826087
2009-09-01,0.098,0.019,0.07743998375139195,0.032,16445.20845652174
2009-10-01,0.1,0.018000000000000002,0.1351958799863483,0.031,16502.754
2009-11-01,0.099,0.019,0.08569722459201778,0.031,16529.695695652175
2009-12-01,0.099,0.019,0.03516185467711757,0.032,16555.768304347825
2010-01-01,0.098,0.021,-0.01094729221778428,0.03,16582.71
2010-02-01,0.098,0.02,0.03093684960073324,0.031,16637.9768
2010-03-01,0.099,0.02,0.06599693941762834,0.031,16687.8952
2010-04-01,0.099,0.024,0.10749291557174638,0.03,16743.162
2010-05-01,0.096,0.022000000000000002,0.08802199922527644,0.03,16785.72375824176
2010-06-01,0.094,0.021,0.07866019077849337,0.033,16829.70424175824
2010-07-01,0.094,0.023,0.05938433479473013,0.033,16872.266
2010-08-01,0.095,0.022000000000000002,0.040344586557507875,0.031,16902.119673913043
2010-09-01,0.095,0.022000000000000002,0.019304684874839884,0.031,16931.97334782609
2010-10-01,0.094,0.024,-0.0009690235958283693,0.03,16960.864
2010-11-01,0.098,0.024,-0.06437270188140899,0.031,16947.307565217394
2010-12-01,0.09300000000000001,0.023,-0.1270774027545631,0.032,16934.18843478261
2011-01-01,0.091,0.023,-0.188956242810098,0.031,16920.632
2011-02-01,0.09,0.024,-0.11172537477644859,0.031,16960.06468888889
2011-03-01,0.09,0.024,-0.0407942181558447,0.032,16995.68131111111
2011-04-01,0.091,0.024,0.03621422245819417,0.03,17035.114
2011-05-01,0.09,0.024,-0.023086887550786386,0.032,17033.860923076925
2011-06-01,0.091,0.026000000000000002,-0.07677091560541266,0.032,17032.566076923074
2011-07-01,0.09,0.027000000000000003,-0.13581875202629223,0.031,17031.313
2011-08-01,0.09,0.025,-0.040726418509314764,0.032,17095.762673913043
2011-09-01,0.09,0.027999999999999997,0.054075628245370065,0.032,17160.212347826087
2011-10-01,0.08800000000000001,0.027000000000000003,0.14548797820232842,0.031,17222.583
2011-11-01,0.086,0.026000000000000002,0.12189537496106032,0.032,17271.248619565216
2011-12-01,0.085,0.027999999999999997,0.0962192131091145,0.031,17318.34438043478
2012-01-01,0.083,0.027999999999999997,0.07592209419005194,0.031,17367.01
2012-02-01,0.083,0.026000000000000002,0.04375938621867278,0.033,17393.41620879121
2012-03-01,0.08199999999999999,0.028999999999999998,0.011559014538462538,0.032,17418.11879120879
2012-04-01,0.08199999999999999,0.027999999999999997,-0.020328932618305966,0.032,17444.525
2012-05-01,0.08199999999999999,0.027999999999999997,-0.046126294839941746,0.033,17452.807967032968
2012-06-01,0.08199999999999999,0.027999999999999997,-0.06906652906532279,0.033,17461.367032967035
2012-07-01,0.08199999999999999,0.027000000000000003,-0.09476518565567582,0.031,17469.65
2012-08-01,0.081,0.027999999999999997,-0.09686731881812598,0.032,17476.457195652176
2012-09-01,0.078,0.027999999999999997,-0.09935812303598979,0.03,17483.264391304347
2012-10-01,0.078,0.027000000000000003,-0.10176649375265553,0.032,17489.852
2012-11-01,0.077,0.027999999999999997,-0.02942904757450147,0.032,17547.993173913044
2012-12-01,0.079,0.028999999999999998,0.040010184755076894,0.03,17604.258826086956
2013-01-01,0.08,0.027999999999999997,0.11213341800933734,0.032,17662.4
2013-02-01,0.077,0.028999999999999998,0.05293026368361831,0.032,17678.682233333333
2013-03-01,0.075,0.028999999999999998,-0.005591052148114606,0.031,17693.388766666667
2013-04-01,0.076,0.028999999999999998,-0.06430228729440293,0.033,17709.671
2013-05-01,0.075,0.03,-0.01783967232395248,0.033,17759.378362637362
2013-06-01,0.075,0.03,0.0329470911271466,0.032,17810.742637362637
2013-07-01,0.073,0.027999999999999997,0.07905729454037397,0.032,17860.45
2013-08-01,0.07200000000000001,0.028999999999999998,0.08227324777954598,0.033,17912.91311956522
2013-09-01,0.07200000000000001,0.028999999999999998,0.08317334135904215,0.033,17965.376239130437
2013-10-01,0.07200000000000001,0.03,0.08403943940271721,0.032,18016.147
2013-11-01,0.069,0.028999999999999998,-0.01712744439590846,0.032,17995.19740217391
2013-12-01,0.067,0.028999999999999998,-0.11718748715409942,0.032,17974.923597826088
2014-01-01,0.066,0.028999999999999998,-0.21567820286595193,0.032,17953.974
2014-02-01,0.067,0.031,-0.07730216547109685,0.033,18033.86341111111
2014-03-01,0.067,0.031,0.049151579951191134,0.033,18106.02158888889
2014-04-01,0.062,0.032,0.18667483555461584,0.033,18185.911
2014-05-01,0.063,0.033,0.17578344416690742,0.033,18258.77803296703
2014-06-01,0.061,0.035,0.17879789350282488,0.033,18334.073967032968
2014-07-01,0.062,0.034,0.16802875934442402,0.034,18406.941
2014-08-01,0.061,0.037000000000000005,0.11132490065238002,0.033,18438.308282608697
2014-09-01,0.059000000000000004,0.034,0.05167101457246093,0.035,18469.67556521739
2014-10-01,0.057,0.035,-0.005729747929464917,0.035,18500.031
2014-11-01,0.057999999999999996,0.033,0.027041033207129136,0.033,18556.16458695652
2014-12-01,0.055999999999999994,0.035,0.05725460112352204,0.034,18610.487413043476
2015-01-01,0.057,0.037000000000000005,0.09107535293236038,0.035,18666.621
2015-02-01,0.055,0.037000000000000005,0.06888861511019174,0.035,18706.446355555556
2015-03-01,0.054000000000000006,0.036000000000000004,0.04414094894157611,0.036000000000000004,18742.41764444444
2015-04-01,0.054000000000000006,0.038,0.022184979962048955,0.035,18782.243
2015-05-01,0.055999999999999994,0.038,0.002117130153431967,0.034,18807.025967032965
2015-06-01,0.053,0.036000000000000004,-0.011720694729651844,0.035,18832.635032967035
2015-07-01,0.052000000000000005,0.040999999999999995,-0.031662997696687255,0.034,18857.418
2015-08-01,0.051,0.037000000000000005,-0.048880597594868305,0.035,18869.140043478263
2015-09-01,0.05,0.037000000000000005,-0.06714814061727613,0.036000000000000004,18880.86208695652
2015-10-01,0.05,0.039,-0.084791990992271,0.035,18892.206
2015-11-01,0.051,0.038,-0.051961826513721984,0.036000000000000004,18929.09734782609
2015-12-01,0.05,0.039,-0.020765524251139367,0.037000000000000005,18964.79865217391
2016-01-01,0.048,0.04,0.012393738631723054,0.036000000000000004,19001.69
2016-02-01,0.049,0.039,-0.008782166322139356,0.037000000000000005,19022.47669230769
2016-03-01,0.05,0.040999999999999995,-0.03008334493090857,0.036000000000000004,19041.922307692308
2016-04-01,0.051,0.039,-0.05113203762540159,0.036000000000000004,19062.709
2016-05-01,0.048,0.039,-0.0204460633325388,0.036000000000000004,19107.289989010987
2016-06-01,0.049,0.038,0.013790234310676266,0.036000000000000004,19153.35701098901
2016-07-01,0.048,0.04,0.04426052643207041,0.035,19197.938
2016-08-01,0.049,0.038,0.032655806517619915,0.036000000000000004,19233.794891304347
2016-09-01,0.05,0.039,0.0191836010088423,0.034,19269.651782608693
2016-10-01,0.049,0.037000000000000005,0.006200591009109417,0.035,19304.352
2016-11-01,0.047,0.04,0.0006011282073862655,0.035,19336.022880434783
2016-12-01,0.047,0.039,-0.006281470436241673,0.035,19366.672119565217
2017-01-01,0.047,0.037000000000000005,-0.010360106513522845,0.037000000000000005,19398.343
2017-02-01,0.046,0.039,-0.0032643995221119746,0.035,19435.751733333334
2017-03-01,0.044000000000000004,0.038,0.0005173026746301369,0.036000000000000004,19469.540266666667
2017-04-01,0.044000000000000004,0.04,0.007569352558235278,0.035,19506.949
2017-05-01,0.044000000000000004,0.038,0.024104523583897666,0.036000000000000004,19557.6579010989
2017-06-01,0.043,0.040999999999999995,0.0472853701824171,0.037000000000000005,19610.0570989011
2017-07-01,0.043,0.040999999999999995,0.06365769312744632,0.036000000000000004,19660.766
2017-08-01,0.044000000000000004,0.040999999999999995,0.0931516062293734,0.036000000000000004,19735.430847826086
2017-09-01,0.043,0.040999999999999995,0.12032933812184429,0.036000000000000004,19810.095695652173
2017-10-01,0.042,0.042,0.14646421177416588,0.037000000000000005,19882.352
2017-11-01,0.042,0.040999999999999995,0.12045064787731272,0.036000000000000004,19936.846293478266
2017-12-01,0.040999999999999995,0.040999999999999995,0.09243443897570415,0.036000000000000004,19989.582706521735
2018-01-01,0.04,0.043,0.06975448070812247,0.036000000000000004,20044.077
2018-02-01,0.040999999999999995,0.042,0.047272761321747264,0.036000000000000004,20080.725544444445
2018-03-01,0.04,0.044000000000000004,0.02271079221290814,0.037000000000000005,20113.82745555555
2018-04-01,0.04,0.044000000000000004,0.00043487786892256386,0.037000000000000005,20150.476
2018-05-01,0.038,0.045,0.006048298767654397,0.037000000000000005,20191.908307692305
2018-06-01,0.04,0.046,0.017679701147894335,0.037000000000000005,20234.721692307692
2018-07-01,0.038,0.046,0.023238443141550054,0.037000000000000005,20276.154
2018-08-01,0.038,0.046,-0.01570299297258162,0.037000000000000005,20285.831391304346
2018-09-01,0.037000000000000005,0.047,-0.05623166102576467,0.037000000000000005,20295.508782608696
2018-10-01,0.038,0.047,-0.09535303001938994,0.037000000000000005,20304.874
2018-11-01,0.038,0.048,-0.0552401303183256,0.039,20347.588967391304
2018-12-01,0.039,0.048,-0.016899323718263828,0.037000000000000005,20388.926032608695
2019-01-01,0.04,0.048,0.023390766512352158,0.037000000000000005,20431.641
2019-02-01,0.038,0.045,0.04243125709345018,0.038,20490.414933333333
2019-03-01,0.038,0.046,0.05620989926698835,0.037000000000000005,20543.501066666668
2019-04-01,0.037000000000000005,0.046,0.0750784027112296,0.038,20602.275
2019-05-01,0.036000000000000004,0.046,0.0992118857945039,0.037000000000000005,20681.741043956044
2019-06-01,0.036000000000000004,0.046,0.13317096026559125,0.037000000000000005,20763.855956043957
2019-07-01,0.037000000000000005,0.045,0.1569517342080236,0.039,20843.322
2019-08-01,0.036000000000000004,0.045,0.11855695569052517,0.037000000000000005,20891.212282608696
2019-09-01,0.035,0.045,0.07724637422478088,0.038,20939.102565217392
2019-10-01,0.036000000000000004,0.046,0.03751316444239286,0.037000000000000005,20985.448
2019-11-01,0.036000000000000004,0.043,-0.12894121708657283,0.037000000000000005,20892.36847826087
2019-12-01,0.036000000000000004,0.042,-0.2921912537164939,0.038,20802.29152173913
2020-01-01,,0.045,-0.45753752002539455,0.038,20709.212
2020-02-01,,0.044000000000000004,-1.0194640532782968,0.038,20153.52167032967
2020-03-01,,0.038,-1.5581123979104312,0.10800000000000001,19633.68232967033
2020-04-01,,0.034,-2.156399267601305,0.08800000000000001,19077.992
2020-05-01,,0.04,-0.8606906544319121,0.035,19566.196505494503
2020-06-01,,0.043,0.4133170829457422,0.038,20070.674494505496
2020-07-01,,0.045,1.7158597868590864,0.037000000000000005,20558.879
2020-08-01,,0.044000000000000004,1.1859995107036776,0.034,20637.40267391305
2020-09-01,,0.044000000000000004,0.6511298215144978,0.036000000000000004,20715.926347826087
2020-10-01,,0.046,0.1480437773934248,0.038,20791.917
2020-11-01,,0.046,0.16977799755280576,0.039,20889.707510869564
2020-12-01,,0.045,0.18761642424661082,0.039,20984.343489130435
2021-01-01,,0.048,0.21201125645658897,0.036000000000000004,21082.134
2021-02-01,,0.052000000000000005,0.24047732566610694,0.037000000000000005,21205.718944444445
2021-03-01,,0.055999999999999994,0.25850675968097925,0.038,21317.344055555553
2021-04-01,,0.061,0.28644490426464614,0.039,21440.929
2021-05-01,,0.064,0.20918052569289136,0.038,21499.24735164835
2021-06-01,,0.066,0.14865119234216484,0.039,21559.50964835165
2021-07-01,,0.07,0.07260642112083152,0.04,21617.828
2021-08-01,,0.069,0.1478888977592041,0.04,21742.80820652174
2021-09-01,,0.068,0.2203103152482006,0.040999999999999995,21867.78841304348
2021-10-01,,0.07,0.289811125672939,0.039,21988.737
2021-11-01,,0.07,0.1262377967608887,0.040999999999999995,21969.85833695652
2021-12-01,,0.071,-0.03585267699517575,0.040999999999999995,21951.58866304348
2022-01-01,,0.07,-0.1933118029335374,0.042,21932.71
2022-02-01,,0.07200000000000001,-0.158787570242164,0.04,21944.5365
2022-03-01,,0.075,-0.1262247041061385,0.040999999999999995,21955.2185
2022-04-01,,0.073,-0.09167820428944148,0.04,21967.045
2022-05-01,,0.071,-0.04628829410361609,0.04,22019.32412087912
2022-06-01,,0.069,0.002206610616463624,0.04,22073.34587912088
2022-07-01,,0.07,0.04732779957461381,0.038,22125.625
2022-08-01,,0.062,0.045995439838746925,0.040999999999999995,22177.085
2022-09-01,,0.066,0.04271959974612494,0.038,22228.545
2022-10-01,,0.064,0.0395642519125797,0.038,22278.345
2022-11-01,,0.064,0.04235442979878424,0.038,22332.683282608697
2022-12-01,,0.066,0.043197710626817064,0.039,22385.268717391304
2023-01-01,,0.062,0.04780623316302278,0.038,22439.607
2023-02-01,,0.06,0.040996267814712765,0.037000000000000005,22488.136466666667
2023-03-01,,0.059000000000000004,0.03100436424885556,0.039,22531.969533333333
2023-04-01,,0.06,0.02426295045077051,0.036000000000000004,22580.499
2023-05-01,,0.057,0.06465350519860105,0.038,22666.374824175826
2023-06-01,,0.055999999999999994,0.1130581868375991,0.036000000000000004,22755.113175824175
2023-07-01,,0.053,0.15294921960000446,0.036000000000000004,22840.989
2023-08-01,,0.055999999999999994,0.12934497863586136,0.036000000000000004,22905.95118478261
2023-09-01,,0.055999999999999994,0.10278978535146854,0.035,22970.913369565216
2023-10-01,,0.052000000000000005,0.07726076389966184,0.035,23033.78
2023-11-01,,0.052000000000000005,0.024581058720813332,0.035,23050.068141304346
2023-12-01,,0.052000000000000005,-0.028474887317340183,0.035,23065.830858695652
2024-01-01,,0.051,-0.07853608106652187,0.034,23082.119
2024-02-01,,0.051,-0.021611665522271294,0.035,23151.746021978022
2024-03-01,,0.05,0.03088658398578226,0.033,23216.880978021974
2024-04-01,,0.046,0.08740414837766008,0.034,23286.508
2024-05-01,,0.047,0.08007966518114282,0.034,23349.825142857146
2024-06-01,,0.045,0.07980068891127412,0.032,23415.25285714286
2024-07-01,,0.045,0.0725391015845656,0.034,23478.57
2024-08-01,,0.046,0.04372003874690273,0.033,23514.95186956522
2024-09-01,,0.042,0.012797389767178034,0.033,23551.33373913043
2024-10-01,,0.045,-0.017000270125725348,0.033,23586.542
2024-11-01,,0.046,-0.06876527657114326,0.033,23573.625782608695
2024-12-01,,0.044000000000000004,-0.12004186682530033,0.032,23561.126217391306
2025-01-01,,0.045,-0.17047466831159902,0.033,23548.21
2025-02-01,,0.044000000000000004,-0.0766097051974514,0.033,23624.940511111112
2025-03-01,,0.042,0.008827375052366875,0.033,23694.24548888889
2025-04-01,,0.043,0.10221258515863078,0.033,23770.976
2025-05-01,,0.044000000000000004,0.10934875038460902,0.033,23855.32479120879
2025-06-01,,0.043,0.12707496357802786,0.034,23942.485208791208
2025-07-01,,0.043,0.1340799686622374,0.033,24026.834
2025-08-01,,0.042,0.06015151279546215,0.033,24040.01641304348
2025-09-01,,0.043,-0.016375834910403377,0.033,24053.198826086955
2025-10-01,,0.043,-0.09012998262264643,0.032,24065.956
2025-11-01,,0.040999999999999995,-0.10367550181820909,0.032,24065.956
2025-12-01,,0.04,-0.11721359532437269,0.033,24065.956
2026-01-01,,0.044000000000000004,-0.13030791355589283,0.032,24065.956
2026-02-01,,0.042,-0.13030791355589283,0.031,24065.956
