date,u_obs,v_obs,G,s_obs,gdp_real_level
2012-02-01,0.083,0.026000000000000002,-0.017772903276377903,0.033,17393.41620879121
2012-03-01,0.08199999999999999,0.028999999999999998,-0.01770279301073517,0.032,17418.11879120879
2012-04-01,0.08199999999999999,0.027999999999999997,-0.017537029643329538,0.032,17444.525
2012-05-01,0.08199999999999999,0.027999999999999997,-0.018411432955289006,0.033,17452.807967032968
2012-06-01,0.08199999999999999,0.027999999999999997,-0.019270249393472872,0.033,17461.367032967035
2012-07-01,0.08199999999999999,0.027000000000000003,-0.02014511046454124,0.031,17469.65
2012-08-01,0.081,0.027999999999999997,-0.021104636169341807,0.032,17476.457195652176
2012-09-01,0.078,0.027999999999999997,-0.022064313589555976,0.03,17483.264391304347
2012-10-01,0.078,0.027000000000000003,-0.023036697634864444,0.032,17489.852
2012-11-01,0.077,0.027999999999999997,-0.02106703853791781,0.032,17547.993173913044
2012-12-01,0.079,0.028999999999999998,-0.019214889515104777,0.03,17604.258826086956
2013-01-01,0.08,0.027999999999999997,-0.017266762955422545,0.032,17662.4
2013-02-01,0.077,0.028999999999999998,-0.017694437314778714,0.032,17678.682233333333
2013-03-01,0.075,0.028999999999999998,-0.018212011830316482,0.031,17693.388766666667
2013-04-01,0.076,0.028999999999999998,-0.01864129927635915,0.033,17709.671
2013-05-01,0.075,0.03,-0.017187547171119217,0.033,17759.378362637362
2013-06-01,0.075,0.03,-0.015648596007487886,0.032,17810.742637362637
2013-07-01,0.073,0.027999999999999997,-0.014210727309935754,0.032,17860.45
2013-08-01,0.07200000000000001,0.028999999999999998,-0.012626750516805821,0.033,17912.91311956522
2013-09-01,0.07200000000000001,0.028999999999999998,-0.01105135155784149,0.033,17965.376239130437
2013-10-01,0.07200000000000001,0.03,-0.009578411657746358,0.032,18016.147
2013-11-01,0.069,0.028999999999999998,-0.012091019885509025,0.032,17995.19740217391
2013-12-01,0.067,0.028999999999999998,-0.014567386256877493,0.032,17974.923597826088
2014-01-01,0.066,0.028999999999999998,-0.01708266439347996,0.032,17953.974
2014-02-01,0.067,0.031,-0.013991964693219429,0.033,18033.86341111111
2014-03-01,0.067,0.031,-0.011347796558811697,0.033,18106.02158888889
2014-04-01,0.062,0.032,-0.008294298750404465,0.033,18185.911
2014-05-01,0.063,0.033,-0.005644627864517332,0.033,18258.77803296703
2014-06-01,0.061,0.035,-0.0028783946082823995,0.033,18334.073967032968
2014-07-01,0.062,0.034,-0.000260975010696567,0.034,18406.941
2014-08-01,0.061,0.037000000000000005,9.256724670546551e-05,0.033,18438.308282608697
2014-09-01,0.059000000000000004,0.034,0.000443215412472698,0.035,18469.67556521739
2014-10-01,0.057,0.035,0.0007362864186629303,0.035,18500.031
2014-11-01,0.057999999999999996,0.033,0.0024168270582069626,0.033,18556.16458695652
2014-12-01,0.055999999999999994,0.035,0.003990923501776195,0.034,18610.487413043476
2015-01-01,0.057,0.037000000000000005,0.0056535097095140275,0.035,18666.621
2015-02-01,0.055,0.037000000000000005,0.0064356352312643595,0.035,18706.446355555556
2015-03-01,0.054000000000000006,0.036000000000000004,0.007007616014829592,0.036000000000000004,18742.41764444444
2015-04-01,0.054000000000000006,0.038,0.007781131705976724,0.035,18782.243
2015-05-01,0.055999999999999994,0.038,0.007750642962656357,0.034,18807.025967032965
2015-06-01,0.053,0.036000000000000004,0.007762283998576389,0.035,18832.635032967035
2015-07-01,0.052000000000000005,0.040999999999999995,0.007728269235593122,0.034,18857.418
2015-08-01,0.051,0.037000000000000005,0.007000582365868054,0.035,18869.140043478263
2015-09-01,0.05,0.037000000000000005,0.0062725095714888865,0.036000000000000004,18880.86208695652
2015-10-01,0.05,0.039,0.005524036376624419,0.035,18892.206
2015-11-01,0.051,0.038,0.006125752518896551,0.036000000000000004,18929.09734782609
2015-12-01,0.05,0.039,0.006660922198314683,0.037000000000000005,18964.79865217391
2016-01-01,0.048,0.04,0.007255178309021915,0.036000000000000004,19001.69
2016-02-01,0.049,0.039,0.006999411332504747,0.037000000000000005,19022.47669230769
2016-03-01,0.05,0.040999999999999995,0.0066720251444342795,0.036000000000000004,19041.922307692308
2016-04-01,0.051,0.039,0.006413949385621112,0.036000000000000004,19062.709
2016-05-01,0.048,0.039,0.007400759998919444,0.036000000000000004,19107.289989010987
2016-06-01,0.049,0.038,0.008459715851147376,0.036000000000000004,19153.35701098901
2016-07-01,0.048,0.04,0.009435483990651708,0.035,19197.938
2016-08-01,0.049,0.038,0.00995238073502214,0.036000000000000004,19233.794891304347
2016-09-01,0.05,0.039,0.010465801989233773,0.034,19269.651782608693
2016-10-01,0.049,0.037000000000000005,0.010915844690788705,0.035,19304.352
2016-11-01,0.047,0.04,0.011206000484194938,0.035,19336.022880434783
2016-12-01,0.047,0.039,0.01144072233154907,0.035,19366.672119565217
2017-01-01,0.047,0.037000000000000005,0.011725607435751103,0.037000000000000005,19398.343
2017-02-01,0.046,0.039,0.012303092104795335,0.035,19435.751733333334
2017-03-01,0.044000000000000004,0.038,0.012690947704924568,0.036000000000000004,19469.540266666667
2017-04-01,0.044000000000000004,0.04,0.0132613938626554,0.035,19506.949
2017-05-01,0.044000000000000004,0.038,0.014508442833753833,0.036000000000000004,19557.6579010989
2017-06-01,0.043,0.040999999999999995,0.015834968336339766,0.037000000000000005,19610.0570989011
2017-07-01,0.043,0.040999999999999995,0.0170683845334298,0.036000000000000004,19660.766
2017-08-01,0.044000000000000004,0.040999999999999995,0.01950974055525613,0.036000000000000004,19735.430847826086
2017-09-01,0.043,0.040999999999999995,0.021936783195388262,0.036000000000000004,19810.095695652173
2017-10-01,0.042,0.042,0.024228487716749895,0.037000000000000005,19882.352
2017-11-01,0.042,0.040999999999999995,0.025616467651476328,0.036000000000000004,19936.846293478266
2017-12-01,0.040999999999999995,0.040999999999999995,0.02690904041946156,0.036000000000000004,19989.582706521735
2018-01-01,0.04,0.043,0.028282357679845695,0.036000000000000004,20044.077
2018-02-01,0.040999999999999995,0.042,0.028759977708009626,0.036000000000000004,20080.725544444445
2018-03-01,0.04,0.044000000000000004,0.029057954310166657,0.037000000000000005,20113.82745555555
2018-04-01,0.04,0.044000000000000004,0.02952924539754039,0.037000000000000005,20150.476
2018-05-01,0.038,0.045,0.03023417158663622,0.037000000000000005,20191.908307692305
2018-06-01,0.04,0.046,0.031003142519880053,0.037000000000000005,20234.721692307692
2018-07-01,0.038,0.046,0.03169952563669248,0.037000000000000005,20276.154
2018-08-01,0.038,0.046,0.030827583013710014,0.037000000000000005,20285.831391304346
2018-09-01,0.037000000000000005,0.047,0.029955412812332247,0.037000000000000005,20295.508782608696
2018-10-01,0.038,0.047,0.02906764103380258,0.037000000000000005,20304.874
2018-11-01,0.038,0.048,0.029820003696204214,0.039,20347.588967391304
2018-12-01,0.039,0.048,0.030500380811786448,0.037000000000000005,20388.926032608695
2019-01-01,0.04,0.048,0.03124408935499618,0.037000000000000005,20431.641
2019-02-01,0.038,0.045,0.03276746507598172,0.038,20490.414933333333
2019-03-01,0.038,0.046,0.03400578543363035,0.037000000000000005,20543.501066666668
2019-04-01,0.037000000000000005,0.046,0.035513542701818085,0.038,20602.275
2019-05-01,0.036000000000000004,0.046,0.038014163758319716,0.037000000000000005,20681.741043956044
2019-06-01,0.036000000000000004,0.046,0.040627600464106045,0.037000000000000005,20763.855956043957
2019-07-01,0.037000000000000005,0.045,0.04309832069665398,0.039,20843.322
2019-08-01,0.036000000000000004,0.045,0.04404420893299321,0.037000000000000005,20891.212282608696
2019-09-01,0.035,0.045,0.044984842218504247,0.038,20939.102565217392
2019-10-01,0.036000000000000004,0.046,0.04584663207863388,0.037000000000000005,20985.448
2019-11-01,0.036000000000000004,0.043,0.040052226451708216,0.037000000000000005,20892.36847826087
2019-12-01,0.036000000000000004,0.042,0.03438232050138085,0.038,20802.29152173913
2020-01-01,0.036000000000000004,0.045,0.02854868778459438,0.038,20709.212
2020-02-01,0.035,0.044000000000000004,1.0408340855860843e-17,0.038,20153.52167032967
2020-03-01,0.044000000000000004,0.038,-0.028735335450721378,0.10800000000000001,19633.68232967033
2020-04-01,0.14800000000000002,0.034,-0.06004936073931646,0.08800000000000001,19077.992
2020-05-01,0.132,0.04,-0.037384238077980234,0.035,19566.196505494503
2020-06-01,0.11,0.043,-0.014530745075396909,0.038,20070.674494505496
2020-07-01,0.102,0.045,0.006899534190706415,0.037000000000000005,20558.879
2020-08-01,0.084,0.044000000000000004,0.008108844545072939,0.034,20637.40267391305
2020-09-01,0.078,0.044000000000000004,0.009303677375584163,0.036000000000000004,20715.926347826087
2020-10-01,0.069,0.046,0.010362322415324586,0.038,20791.917
2020-11-01,0.067,0.046,0.01245172393591631,0.039,20889.707510869564
2020-12-01,0.067,0.045,0.014368894243339432,0.039,20984.343489130435
2021-01-01,0.064,0.048,0.016415367517638356,0.036000000000000004,21082.134
2021-02-01,0.062,0.052000000000000005,0.01965745525677108,0.037000000000000005,21205.718944444445
2021-03-01,0.061,0.055999999999999994,0.022304697565497706,0.038,21317.344055555553
2021-04-01,0.061,0.061,0.025482479626976428,0.039,21440.929
2021-05-01,0.057999999999999996,0.064,0.025595874615864152,0.038,21499.24735164835
2021-06-01,0.059000000000000004,0.066,0.025792082050147176,0.039,21559.50964835165
2021-07-01,0.054000000000000006,0.07,0.0258905573364699,0.04,21617.828
2021-08-01,0.051,0.069,0.02905239124679702,0.04,21742.80820652174
2021-09-01,0.047,0.068,0.032181183761666246,0.040999999999999995,21867.78841304348
2021-10-01,0.045,0.07,0.03509397899375917,0.039,21988.737
2021-11-01,0.040999999999999995,0.07,0.031632182483953095,0.040999999999999995,21969.85833695652
2021-12-01,0.039,0.071,0.02819739033666912,0.040999999999999995,21951.58866304348
2022-01-01,0.04,0.07,0.024734139648380542,0.042,21932.71
2022-02-01,0.039,0.07200000000000001,0.022670344630671465,0.04,21944.5365
2022-03-01,0.037000000000000005,0.075,0.02055413169272339,0.040999999999999995,21955.2185
2022-04-01,0.037000000000000005,0.073,0.018489784166808014,0.04,21967.045
2022-05-01,0.036000000000000004,0.071,0.018263978214147537,0.04,22019.32412087912
2022-06-01,0.036000000000000004,0.069,0.01811148594057556,0.04,22073.34587912088
2022-07-01,0.035,0.07,0.017874246059675383,0.038,22125.625
2022-08-01,0.036000000000000004,0.062,0.017594488411248006,0.040999999999999995,22177.085
2022-09-01,0.035,0.066,0.01730934643106863,0.038,22228.545
2022-10-01,0.036000000000000004,0.064,0.016944335977573353,0.038,22278.345
2022-11-01,0.036000000000000004,0.064,0.01677756195091098,0.038,22332.683282608697
2022-12-01,0.035,0.066,0.0165265672280041,0.039,22385.268717391304
2023-01-01,0.035,0.062,0.016348171244396525,0.038,22439.607
2023-02-01,0.036000000000000004,0.06,0.01590563897559815,0.037000000000000005,22488.136466666667
2023-03-01,0.035,0.059000000000000004,0.015250038704500474,0.039,22531.969533333333
2023-04-01,0.034,0.06,0.014798660359986598,0.036000000000000004,22580.499
2023-05-01,0.036000000000000004,0.057,0.015991676556779723,0.038,22666.374824175826
2023-06-01,0.036000000000000004,0.055999999999999994,0.017296143516161346,0.036000000000000004,22755.113175824175
2023-07-01,0.035,0.053,0.01846008632365307,0.036000000000000004,22840.989
2023-08-01,0.037000000000000005,0.055999999999999994,0.018697287965994493,0.036000000000000004,22905.95118478261
2023-09-01,0.037000000000000005,0.055999999999999994,0.018926446455340716,0.035,22970.913369565216
2023-10-01,0.039,0.052000000000000005,0.01905663391769704,0.035,23033.78
2023-11-01,0.037000000000000005,0.052000000000000005,0.017160658347915563,0.035,23050.068141304346
2023-12-01,0.038,0.052000000000000005,0.015241404376106688,0.035,23065.830858695652
2024-01-01,0.037000000000000005,0.051,0.01334444689991651,0.034,23082.119
2024-02-01,0.039,0.051,0.013753531042222534,0.035,23151.746021978022
2024-03-01,0.039,0.05,0.013960106536366857,0.033,23216.880978021974
2024-04-01,0.039,0.046,0.01435173401022788,0.034,23286.508
2024-05-01,0.039,0.047,0.014464225364242005,0.034,23349.825142857146
2024-06-01,0.040999999999999995,0.045,0.014659504177442828,0.032,23415.25285714286
2024-07-01,0.042,0.045,0.014757085726851752,0.034,23478.57
2024-08-01,0.042,0.046,0.013702596971327875,0.033,23514.95186956522
2024-09-01,0.040999999999999995,0.042,0.012645714446152199,0.033,23551.33373913043
2024-10-01,0.040999999999999995,0.045,0.011536689222756923,0.033,23586.542
2024-11-01,0.042,0.046,0.008386062461907047,0.033,23573.625782608695
2024-12-01,0.040999999999999995,0.044000000000000004,0.005252819534292271,0.032,23561.126217391306
2025-01-01,0.04,0.045,0.002101601733910394,0.033,23548.21
2025-02-01,0.042,0.044000000000000004,0.0027518808371322177,0.033,23624.940511111112
2025-03-01,0.042,0.042,0.003078270647409041,0.033,23694.24548888889
2025-04-01,0.042,0.043,0.0037085319094417647,0.033,23770.976
2025-05-01,0.043,0.044000000000000004,0.0046477781773490885,0.033,23855.32479120879
2025-06-01,0.040999999999999995,0.043,0.005691961565115712,0.034,23942.485208791208
2025-07-01,0.043,0.043,0.006605878879620735,0.033,24026.834
2025-08-01,0.043,0.042,0.004408438555465258,0.033,24036.577097826088
2025-09-01,0.044000000000000004,0.043,0.0022108339270151814,0.033,24046.320195652173
2025-10-01,,0.043,4.7704895589362195e-18,0.032,24055.749
